13.8695,57.8416
13.8695,57.8416
13.8694,57.8414
13.8694,57.8411
13.8694,57.8407
13.8705,57.8571
3.8705,57.857
13.8704,57.857
13.8657,57.8564
1.8658,57.8566
13.8659,57.8567
13.866,57.8568
13.8448,57.957
13.8611,57.9649
13.9069,57.9377
13.9227,57.9386
13.9288,57.9386
13.9909,57.9398
13.9914,57.9414
13.9915,57.9415
13.9915,57.9416
13.9915,57.9417
13.9699,57.9216
13.9649,57.9208
13.963,57.9205
13.9612,57.9201
13.9594,57.9197
13.9575,57.9193
13.9559,57.9192
13.9432,57.9078
13.9409,57.9061
13.9401,57.9059
13.9394,57.9062
13.939,57.9061
13.9387,57.901
13.9348,57.9072
13.9345,57.9073
13.9342,57.9073
13.9339,57.9072
13.9336,57.907
13.9334,57.9066
13.933,57.906
13.9351,57.9036
13.9352,57.9033
13.9351,57.9032
13.935,57.9034
13.9348,57.9038
13.9348,57.9043
13.9346,57.9048
13.9336,57.9056
13.9335,57.9056
13.9334,57.9057
13.9333,57.9058
13.9332,57.9059
13.9332,57.906
3.9331,57.9065
13.9355,57.9051
13.9359,57.9054
13.9362,57.9057
13.9363,57.9059
13.9366,57.9059
13.937,57.9059
13.9377,57.904
13.9376,57.9035
13.9378,57.9031
13.9386,57.9034
13.9392,57.9039
13.9392,57.9056
13.9394,57.9067
13.938,57.9116
13.9377,57.9136
13.9376,57.9146
13.9365,57.9147
13.9357,57.9149
13.9345,57.9152
13.9339,57.9153
13.9324,57.9152
13.9324,57.915
13.9324,57.9148
13.9325,57.9147
13.9326,57.9145
13.9329,57.9142
13.9334,57.914
13.9365,57.9109
13.9373,57.9102
13.938,57.9093
13.9385,57.9088
13.9382,57.9073
13.9384,57.9063
13.9385,57.9051
13.9569,57.8994
13.9574,57.8994
13.9577,57.8993
13.9581,57.8991
13.9581,57.8992
13.9582,57.8994
13.9603,57.898
13.961,57.8975
13.9612,57.8975
13.9619,57.8977
13.9621,57.8978
3.9617,57.8981
13.9593,57.8993
13.9589,57.8995
13.9585,57.8998
13.9581,57.8999
13.9577,57.8999
13.9571,57.8998
3.9564,57.8997
13.9492,57.897
13.9485,57.8971
13.9478,57.8973
13.9471,57.8975
13.9464,57.8973
13.9461,57.8975
139457.0,57.8975
13.9427,57.898
13.9429,57.8986
13.9426,57.8988
13.9421,57.8989
13.9418,57.8994
13.9414,57.8999
13.9409,57.9006
13.9416,57.9023
13.9422,57.9027
13.9428,57.903
13.9436,57.9034
13.9446,57.9036
13.9449,57.9036
13.9468,57.9036
13.9469,57.9036
13.9473,57.9038
13.9476,57.9039
13.9478,57.9039
13.9481,57.9041
13.9486,57.9042
13.9542,57.9063
13.9552,57.9063
13.9561,57.9066
13.9571,57.9068
13.9579,57.9069
13.9585,57.9068
13.9587,57.9066
13.9618,57.9072
13.9625,57.9071
13.9628,57.9072
13.9633,57.9073
13.9634,57.9071
13.9627,57.9044
13.9627,57.9045
13.9627,57.9045
13.9627,57.9045
13.9622,57.9043
13.9619,57.9042
13.9617,57.9042
13.9606,57.9038
13.9602,57.9039
13.9597,57.904
13.9592,57.9042
13.9589,57.9043
13.9585,57.9041
13.9581,57.9052
13.958,57.9052
13.9578,57.9053
13.9575,57.9056
13.9572,57.9059
13.957,57.906
13.9565,57.9065
13.9567,57.9064
13.957,57.9064
13.9574,57.907
13.9573,57.9075
13.9571,57.908
13.9572,57.9087
13.9571,57.9093
13.957,57.9098
13.9569,57.9102
13.9559,57.9123
13.9558,57.9131
13.9556,57.9136
13.9559,57.914
13.9564,57.9146
13.9567,57.9151
13.9571,57.9155
13.9582,57.9201
13.958,57.9212
13.9578,57.9214
13.9573,57.9214
13.9564,57.9213
13.9552,57.923
13.9553,57.9244
13.9551,57.9248
13.9551,57.925
13.9553,57.9251
13.9553,57.9248
13.9557,57.9226
13.9557,57.9219
13.9557,57.9201
